nohup: ignoring input
/home/skyvision/.local/lib/python3.10/site-packages/torch/nn/modules/rnn.py:123: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.5 and num_layers=1
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/skyvision/.local/lib/python3.10/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=Inception_V3_Weights.IMAGENET1K_V1`. You can also use `weights=Inception_V3_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
Using device: cuda:0
Visible GPU IDs for training: [0]
Using Automatic Mixed Precision (AMP)
Train dataset size: 8855 | Batches: 368
Validation dataset size: 2933 | Batches: 123
Variant settings: variant=attenx_mhsa, attention_mode=multihead, spectral_norm=on, mhsa_heads=4
Resumed from checkpoint epoch 3
Resumed best_val_loss: 4.3094
Step [1105] | D_Loss: 0.9878 | G_Loss: 4.7289 | G_GAN: 4.7065 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0112 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16433] | D_Loss: 0.3726 | G_Loss: 7.2952 | G_GAN: 7.2486 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0233 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16434] | D_Loss: 0.4084 | G_Loss: 7.1460 | G_GAN: 7.1057 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0201 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16435] | D_Loss: 0.3895 | G_Loss: 6.6828 | G_GAN: 6.6370 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0229 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16436] | D_Loss: 0.4368 | G_Loss: 6.6451 | G_GAN: 6.6060 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0195 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16437] | D_Loss: 0.3942 | G_Loss: 6.3682 | G_GAN: 6.3253 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16438] | D_Loss: 0.3308 | G_Loss: 7.5067 | G_GAN: 7.4649 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0209 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16439] | D_Loss: 0.2962 | G_Loss: 6.5671 | G_GAN: 6.5237 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16440] | D_Loss: 0.3428 | G_Loss: 6.7998 | G_GAN: 6.7577 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16441] | D_Loss: 0.4958 | G_Loss: 6.9144 | G_GAN: 6.8740 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0202 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16442] | D_Loss: 0.3425 | G_Loss: 7.3279 | G_GAN: 7.2856 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0211 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16443] | D_Loss: 0.3834 | G_Loss: 6.3796 | G_GAN: 6.3387 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0205 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16444] | D_Loss: 0.4690 | G_Loss: 6.9894 | G_GAN: 6.9512 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0191 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16445] | D_Loss: 0.4201 | G_Loss: 7.2836 | G_GAN: 7.2407 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0214 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16446] | D_Loss: 0.4142 | G_Loss: 6.5965 | G_GAN: 6.5557 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0204 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16447] | D_Loss: 0.4086 | G_Loss: 6.5011 | G_GAN: 6.4604 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0204 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16448] | D_Loss: 0.3265 | G_Loss: 6.6756 | G_GAN: 6.6333 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16449] | D_Loss: 0.4320 | G_Loss: 7.4409 | G_GAN: 7.4004 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0203 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16450] | D_Loss: 0.3846 | G_Loss: 7.5784 | G_GAN: 7.5367 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0208 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16451] | D_Loss: 0.3892 | G_Loss: 7.1351 | G_GAN: 7.0886 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0232 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16452] | D_Loss: 0.4653 | G_Loss: 6.7243 | G_GAN: 6.6837 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0203 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16453] | D_Loss: 0.4573 | G_Loss: 6.9394 | G_GAN: 6.9012 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0191 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16454] | D_Loss: 0.4806 | G_Loss: 6.5049 | G_GAN: 6.4631 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0209 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16455] | D_Loss: 0.3992 | G_Loss: 6.8322 | G_GAN: 6.7890 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0216 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16456] | D_Loss: 0.3850 | G_Loss: 7.2333 | G_GAN: 7.1904 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16457] | D_Loss: 0.4139 | G_Loss: 6.4177 | G_GAN: 6.3773 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0202 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16458] | D_Loss: 0.3992 | G_Loss: 6.9769 | G_GAN: 6.9290 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0239 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16459] | D_Loss: 0.4770 | G_Loss: 6.0738 | G_GAN: 6.0335 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0202 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16460] | D_Loss: 0.4099 | G_Loss: 6.3552 | G_GAN: 6.3063 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0244 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16461] | D_Loss: 0.4510 | G_Loss: 6.1103 | G_GAN: 6.0698 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0202 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16462] | D_Loss: 0.4482 | G_Loss: 6.2168 | G_GAN: 6.1748 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16463] | D_Loss: 0.4004 | G_Loss: 7.0841 | G_GAN: 7.0437 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0202 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16464] | D_Loss: 0.5096 | G_Loss: 6.0600 | G_GAN: 6.0203 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0199 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16465] | D_Loss: 0.3620 | G_Loss: 6.5759 | G_GAN: 6.5367 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0196 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16466] | D_Loss: 0.4126 | G_Loss: 7.1569 | G_GAN: 7.1190 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0189 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16467] | D_Loss: 0.3484 | G_Loss: 6.9067 | G_GAN: 6.8651 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0208 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16468] | D_Loss: 0.4251 | G_Loss: 7.7973 | G_GAN: 7.7609 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0182 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16469] | D_Loss: 0.3370 | G_Loss: 6.2313 | G_GAN: 6.1861 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0226 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16470] | D_Loss: 0.3976 | G_Loss: 6.5883 | G_GAN: 6.5462 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16471] | D_Loss: 0.4047 | G_Loss: 7.5292 | G_GAN: 7.4860 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0216 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16472] | D_Loss: 0.3850 | G_Loss: 7.2860 | G_GAN: 7.2427 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16473] | D_Loss: 0.4507 | G_Loss: 6.7231 | G_GAN: 6.6788 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0221 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16474] | D_Loss: 0.3283 | G_Loss: 7.5685 | G_GAN: 7.5259 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0213 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16475] | D_Loss: 0.3950 | G_Loss: 6.6882 | G_GAN: 6.6495 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0193 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16476] | D_Loss: 0.4720 | G_Loss: 6.2973 | G_GAN: 6.2544 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0214 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16477] | D_Loss: 0.4720 | G_Loss: 6.6934 | G_GAN: 6.6560 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0187 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16478] | D_Loss: 0.4166 | G_Loss: 7.3882 | G_GAN: 7.3448 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16479] | D_Loss: 0.4693 | G_Loss: 6.6849 | G_GAN: 6.6442 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0203 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16480] | D_Loss: 0.3567 | G_Loss: 7.4604 | G_GAN: 7.4208 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0198 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16481] | D_Loss: 0.4523 | G_Loss: 6.4934 | G_GAN: 6.4484 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16482] | D_Loss: 0.3702 | G_Loss: 6.9406 | G_GAN: 6.8956 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16483] | D_Loss: 0.3680 | G_Loss: 7.4184 | G_GAN: 7.3743 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0220 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16484] | D_Loss: 0.4259 | G_Loss: 5.7568 | G_GAN: 5.7165 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0201 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16485] | D_Loss: 0.4563 | G_Loss: 6.2506 | G_GAN: 6.2042 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0232 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16486] | D_Loss: 0.4271 | G_Loss: 6.5922 | G_GAN: 6.5471 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16487] | D_Loss: 0.4242 | G_Loss: 7.0748 | G_GAN: 7.0323 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16488] | D_Loss: 0.5202 | G_Loss: 7.6078 | G_GAN: 7.5635 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0221 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16489] | D_Loss: 0.3841 | G_Loss: 7.6853 | G_GAN: 7.6465 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0194 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16490] | D_Loss: 0.3478 | G_Loss: 6.3966 | G_GAN: 6.3577 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0195 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16491] | D_Loss: 0.4182 | G_Loss: 6.6042 | G_GAN: 6.5648 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0197 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16492] | D_Loss: 0.4144 | G_Loss: 6.8466 | G_GAN: 6.8031 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16493] | D_Loss: 0.4464 | G_Loss: 6.6793 | G_GAN: 6.6363 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0215 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16494] | D_Loss: 0.3724 | G_Loss: 7.1524 | G_GAN: 7.1146 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0189 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16495] | D_Loss: 0.4208 | G_Loss: 6.4762 | G_GAN: 6.4290 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0236 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16496] | D_Loss: 0.4522 | G_Loss: 5.9342 | G_GAN: 5.8943 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0199 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16497] | D_Loss: 0.4615 | G_Loss: 7.3075 | G_GAN: 7.2620 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0228 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16498] | D_Loss: 0.4086 | G_Loss: 6.8605 | G_GAN: 6.8155 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0225 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16499] | D_Loss: 0.4738 | G_Loss: 6.2471 | G_GAN: 6.2045 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0213 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16500] | D_Loss: 0.3898 | G_Loss: 6.5070 | G_GAN: 6.4674 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0198 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16501] | D_Loss: 0.3826 | G_Loss: 6.8202 | G_GAN: 6.7785 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0208 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16502] | D_Loss: 0.3605 | G_Loss: 6.4445 | G_GAN: 6.3974 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0235 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16503] | D_Loss: 0.3780 | G_Loss: 6.5805 | G_GAN: 6.5412 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0196 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16504] | D_Loss: 0.3483 | G_Loss: 7.0943 | G_GAN: 7.0510 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16505] | D_Loss: 0.3932 | G_Loss: 6.9304 | G_GAN: 6.8877 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0213 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16506] | D_Loss: 0.5166 | G_Loss: 6.2761 | G_GAN: 6.2340 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16507] | D_Loss: 0.4279 | G_Loss: 7.3971 | G_GAN: 7.3551 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0210 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16508] | D_Loss: 0.4016 | G_Loss: 6.3041 | G_GAN: 6.2605 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0218 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16509] | D_Loss: 0.4026 | G_Loss: 6.0876 | G_GAN: 6.0465 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0206 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16510] | D_Loss: 0.3418 | G_Loss: 7.1489 | G_GAN: 7.1020 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0235 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16511] | D_Loss: 0.4235 | G_Loss: 6.7148 | G_GAN: 6.6757 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0195 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16512] | D_Loss: 0.4012 | G_Loss: 6.6641 | G_GAN: 6.6246 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0198 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16513] | D_Loss: 0.3859 | G_Loss: 6.8573 | G_GAN: 6.8126 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0223 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16514] | D_Loss: 0.3064 | G_Loss: 7.2067 | G_GAN: 7.1642 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16515] | D_Loss: 0.3939 | G_Loss: 6.2830 | G_GAN: 6.2397 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0217 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16516] | D_Loss: 0.3617 | G_Loss: 6.5397 | G_GAN: 6.4991 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0203 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16517] | D_Loss: 0.3554 | G_Loss: 6.4388 | G_GAN: 6.3937 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0226 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16518] | D_Loss: 0.4318 | G_Loss: 6.4844 | G_GAN: 6.4443 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0201 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16519] | D_Loss: 0.3823 | G_Loss: 6.5941 | G_GAN: 6.5540 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0200 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16520] | D_Loss: 0.3986 | G_Loss: 6.8216 | G_GAN: 6.7798 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0209 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16521] | D_Loss: 0.3539 | G_Loss: 6.2985 | G_GAN: 6.2575 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0205 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16522] | D_Loss: 0.4088 | G_Loss: 6.0189 | G_GAN: 5.9758 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0216 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16523] | D_Loss: 0.3943 | G_Loss: 5.9050 | G_GAN: 5.8651 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0199 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16524] | D_Loss: 0.3327 | G_Loss: 6.5644 | G_GAN: 6.5256 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0194 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16525] | D_Loss: 0.3621 | G_Loss: 6.7760 | G_GAN: 6.7371 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0194 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16526] | D_Loss: 0.4077 | G_Loss: 6.1795 | G_GAN: 6.1371 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0212 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16527] | D_Loss: 0.3818 | G_Loss: 7.4719 | G_GAN: 7.4320 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0200 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16528] | D_Loss: 0.4508 | G_Loss: 6.4339 | G_GAN: 6.3895 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0222 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16529] | D_Loss: 0.4015 | G_Loss: 6.2689 | G_GAN: 6.2297 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0196 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16530] | D_Loss: 0.4148 | G_Loss: 6.8061 | G_GAN: 6.7626 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0218 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16531] | D_Loss: 0.4698 | G_Loss: 5.3917 | G_GAN: 5.3512 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0202 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16532] | D_Loss: 0.4019 | G_Loss: 6.3696 | G_GAN: 6.3298 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0199 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16533] | D_Loss: 0.3949 | G_Loss: 7.0440 | G_GAN: 7.0019 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0211 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
Step [16534] | D_Loss: 0.4253 | G_Loss: 6.2421 | G_GAN: 6.1983 | L_Words: 0.0000 | L_Sent: 0.0000 | L_DAMSM: 0.0000 | L_KL: 0.0219 | Gamma_DAMSM: 0.0000 | Lambda_KL: 2.0000
